Job ID,Job Link,Date Tried,Assumed Reason
4425565776,https://www.linkedin.com/jobs/view/4425565776,2026-06-09 12:41:52.850408,Required experience is high
4416078734,https://www.linkedin.com/jobs/view/4416078734,2026-06-09 12:42:13.777137,Found a Bad Word in About Job
4425079636,https://www.linkedin.com/jobs/view/4425079636,2026-06-09 12:42:18.409638,Found a Bad Word in About Job
4395278784,https://www.linkedin.com/jobs/view/4395278784,2026-06-09 12:42:31.629914,Found a Bad Word in About Job
4415010961,https://www.linkedin.com/jobs/view/4415010961,2026-06-09 12:42:38.273199,Found a Bad Word in About Job
4424400539,https://www.linkedin.com/jobs/view/4424400539,2026-06-09 12:42:46.693298,Found a Bad Word in About Job
4414209105,https://www.linkedin.com/jobs/view/4414209105,2026-06-09 12:42:52.827847,Required experience is high
4422907176,https://www.linkedin.com/jobs/view/4422907176,2026-06-09 12:42:56.775685,Required experience is high
4425561706,https://www.linkedin.com/jobs/view/4425561706,2026-06-09 12:43:05.079746,Found a Bad Word in About Job
4425597035,https://www.linkedin.com/jobs/view/4425597035,2026-06-09 12:43:22.580658,Found a Bad Word in About Job
4417849938,https://www.linkedin.com/jobs/view/4417849938,2026-06-09 12:44:00.199419,Required experience is high
4394785671,https://www.linkedin.com/jobs/view/4394785671,2026-06-09 12:44:23.478639,Found a Bad Word in About Job
4417427317,https://www.linkedin.com/jobs/view/4417427317,2026-06-09 12:44:30.466627,Required experience is high
4390823231,https://www.linkedin.com/jobs/view/4390823231,2026-06-09 12:44:36.596403,Found a Bad Word in About Job
4412867801,https://www.linkedin.com/jobs/view/4412867801,2026-06-09 12:44:40.782596,Found a Bad Word in About Job
4411388650,https://www.linkedin.com/jobs/view/4411388650,2026-06-09 12:44:46.972777,Found a Bad Word in About Job
4413808579,https://www.linkedin.com/jobs/view/4413808579,2026-06-09 12:44:56.936679,Found a Bad Word in About Job
4422387022,https://www.linkedin.com/jobs/view/4422387022,2026-06-09 12:45:03.214870,Found a Bad Word in About Job
4421214859,https://www.linkedin.com/jobs/view/4421214859,2026-06-09 12:45:12.355060,Found a Bad Word in About Job
4414142251,https://www.linkedin.com/jobs/view/4414142251,2026-06-09 12:45:17.650725,Required experience is high
4424570549,https://www.linkedin.com/jobs/view/4424570549,2026-06-09 12:45:29.323440,Found a Bad Word in About Job
4417480965,https://www.linkedin.com/jobs/view/4417480965,2026-06-09 12:45:35.456393,Found a Bad Word in About Job
4339279612,https://www.linkedin.com/jobs/view/4339279612,2026-06-09 12:45:41.532951,Found a Bad Word in About Job
4416956185,https://www.linkedin.com/jobs/view/4416956185,2026-06-09 12:45:55.096986,Found a Bad Word in About Job
4408001555,https://www.linkedin.com/jobs/view/4408001555,2026-06-09 12:46:01.311516,Found a Bad Word in About Job
4404702668,https://www.linkedin.com/jobs/view/4404702668,2026-06-09 12:46:08.353121,Found a Bad Word in About Job
4424080627,https://www.linkedin.com/jobs/view/4424080627,2026-06-09 12:46:13.123166,Found a Bad Word in About Job
4408772502,https://www.linkedin.com/jobs/view/4408772502,2026-06-09 12:46:31.357358,Found a Bad Word in About Job
4425480603,https://www.linkedin.com/jobs/view/4425480603,2026-06-09 12:46:37.966825,Found a Bad Word in About Job
4414147122,https://www.linkedin.com/jobs/view/4414147122,2026-06-09 12:46:44.503673,Found a Bad Word in About Job
4421216806,https://www.linkedin.com/jobs/view/4421216806,2026-06-09 12:47:06.325239,Found a Bad Word in About Job
4425044081,https://www.linkedin.com/jobs/view/4425044081,2026-06-09 12:47:12.932650,Found a Bad Word in About Job
4425464696,https://www.linkedin.com/jobs/view/4425464696,2026-06-09 12:47:19.211211,Found a Bad Word in About Job
4425432878,https://www.linkedin.com/jobs/view/4425432878,2026-06-09 12:47:32.007908,Required experience is high
4383252297,https://www.linkedin.com/jobs/view/4383252297,2026-06-09 12:47:47.747268,Required experience is high
4416949357,https://www.linkedin.com/jobs/view/4416949357,2026-06-09 12:48:03.513313,Found a Bad Word in About Job
4417871868,https://www.linkedin.com/jobs/view/4417871868,2026-06-09 12:48:20.229934,Required experience is high
4346155217,https://www.linkedin.com/jobs/view/4346155217,2026-06-09 12:48:26.796556,Required experience is high
4134874387,https://www.linkedin.com/jobs/view/4134874387,2026-06-09 12:49:19.539182,Found a Bad Word in About Job
4425252167,https://www.linkedin.com/jobs/view/4425252167,2026-06-09 12:49:55.641954,Found a Bad Word in About Job
4421150019,https://www.linkedin.com/jobs/view/4421150019,2026-06-09 12:50:21.946697,Found a Bad Word in About Job
4407796720,https://www.linkedin.com/jobs/view/4407796720,2026-06-09 12:50:29.457056,Required experience is high
4415786791,https://www.linkedin.com/jobs/view/4415786791,2026-06-09 12:50:42.448190,Required experience is high
4358387121,https://www.linkedin.com/jobs/view/4358387121,2026-06-09 12:50:52.023941,Required experience is high
4412739563,https://www.linkedin.com/jobs/view/4412739563,2026-06-09 12:50:57.927926,Found a Bad Word in About Job
4417754536,https://www.linkedin.com/jobs/view/4417754536,2026-06-09 12:51:04.093229,Required experience is high
4424297703,https://www.linkedin.com/jobs/view/4424297703,2026-06-09 12:51:11.727645,Found a Bad Word in About Job
4417184758,https://www.linkedin.com/jobs/view/4417184758,2026-06-09 12:51:18.162163,Asking for Security clearance
4424713242,https://www.linkedin.com/jobs/view/4424713242,2026-06-09 12:51:38.234804,Found a Bad Word in About Job
4424420141,https://www.linkedin.com/jobs/view/4424420141,2026-06-09 12:51:45.664592,Found a Bad Word in About Job
4405318375,https://www.linkedin.com/jobs/view/4405318375,2026-06-09 12:51:49.567164,Found a Bad Word in About Job
4413995490,https://www.linkedin.com/jobs/view/4413995490,2026-06-09 12:52:10.191049,Required experience is high
4421597857,https://www.linkedin.com/jobs/view/4421597857,2026-06-09 12:52:16.537824,Found a Bad Word in About Job
4410966142,https://www.linkedin.com/jobs/view/4410966142,2026-06-09 12:52:26.259703,Found a Bad Word in About Job
4422478966,https://www.linkedin.com/jobs/view/4422478966,2026-06-09 12:52:32.356544,Required experience is high
4418246280,https://www.linkedin.com/jobs/view/4418246280,2026-06-09 12:52:37.809337,Required experience is high
4406855857,https://www.linkedin.com/jobs/view/4406855857,2026-06-09 12:53:05.846895,Required experience is high
4420918052,https://www.linkedin.com/jobs/view/4420918052,2026-06-09 12:53:16.624755,Required experience is high
4372685846,https://www.linkedin.com/jobs/view/4372685846,2026-06-09 12:53:28.653940,Required experience is high
4414674924,https://www.linkedin.com/jobs/view/4414674924,2026-06-09 12:54:11.063869,Required experience is high
4424512727,https://www.linkedin.com/jobs/view/4424512727,2026-06-09 12:54:51.653964,Asking for Security clearance
4382543844,https://www.linkedin.com/jobs/view/4382543844,2026-06-09 12:54:57.520810,Required experience is high
4419596763,https://www.linkedin.com/jobs/view/4419596763,2026-06-09 12:55:17.052523,Found a Bad Word in About Job
4407202665,https://www.linkedin.com/jobs/view/4407202665,2026-06-09 12:55:23.210946,Found a Bad Word in About Job
4421888658,https://www.linkedin.com/jobs/view/4421888658,2026-06-09 12:55:51.781067,Found a Bad Word in About Job
4411600356,https://www.linkedin.com/jobs/view/4411600356,2026-06-09 12:56:03.915579,Found a Bad Word in About Job
4419628502,https://www.linkedin.com/jobs/view/4419628502,2026-06-09 12:56:44.874282,Found a Bad Word in About Job
4414300024,https://www.linkedin.com/jobs/view/4414300024,2026-06-09 12:56:57.340287,Required experience is high
4419804008,https://www.linkedin.com/jobs/view/4419804008,2026-06-09 12:57:03.791092,Found a Bad Word in About Job
4415273217,https://www.linkedin.com/jobs/view/4415273217,2026-06-09 12:57:39.392885,Found a Bad Word in About Job
4421915710,https://www.linkedin.com/jobs/view/4421915710,2026-06-09 12:57:52.421237,Found a Bad Word in About Job
4407782760,https://www.linkedin.com/jobs/view/4407782760,2026-06-09 12:58:20.974727,Required experience is high
